loan_amount,sanction_amount,net_disbursement,processing_fee,gst,income,bank_balance_at_application,employment_status,marital_status,zipcode,residence_type,age,loan_purpose,installment_start_dt,disbursal_date,principal_outstanding,default,diff,pct,valid_loan,valid_gst,valid_net_disbursement,valid_principal_outstanding,valid_bank_balance
320040,315185,226315,4744.15,487.49,126760,32523,Salaried,Married,31368,Parental,26,Home,2029-11-29,2029-10-29,243079,0,-0.44,0.53,True,True,True,True,True
395629,75957,417609,4342.49,820.32,124381,85458,Salaried,Single,88647,Owned,23,Home,2029-11-30,2029-10-30,104355,0,0.13,0.83,True,False,True,True,False
344787,450076,272907,1527.58,529.58,128566,36345,Salaried,Married,58293,Parental,43,Car,2029-12-01,2029-10-31,68600,0,-0.15,0.97,True,False,True,True,False
424158,375654,121363,3406.84,882.61,14892,2610,Self-employed,Single,77599,Rented,30,Education,2029-12-02,2029-11-01,106414,0,0.12,0.54,True,True,False,True,False
182164,152638,263965,1677.86,544.35,107730,93597,Unemployed,Single,42294,Rented,29,Business,2029-12-03,2029-11-02,149112,0,0.71,0.23,False,False,False,True,False
482908,427638,169131,2298.2,428.35,95595,30632,Salaried,Married,43266,Owned,53,Education,2029-12-04,2029-11-03,36756,0,-0.93,0.45,False,True,False,False,False
487187,50135,179365,753.77,673.69,127994,70913,Unemployed,Married,84113,Parental,45,Business,2029-12-05,2029-11-04,243812,0,0.71,0.4,False,False,False,False,False
303259,381968,117419,1990.57,559.0,87691,75471,Unemployed,Single,10815,Rented,53,Education,2029-12-06,2029-11-05,229715,0,0.89,0.76,False,True,True,True,True
243902,434718,469043,755.02,345.34,94104,29033,Unemployed,Single,80186,Parental,35,Home,2029-12-07,2029-11-06,33385,0,1.92,0.41,False,True,True,False,False
165761,247936,243347,3575.24,192.73,99864,59169,Self-employed,Single,59329,Rented,34,Car,2029-12-08,2029-11-07,159883,0,-0.1,0.42,True,True,True,False,False
236954,418128,344378,3230.64,548.62,53213,65809,Salaried,Single,43980,Owned,51,Business,2029-12-09,2029-11-08,160058,0,0.59,0.52,False,False,True,False,True
483572,469127,446222,4065.6,894.75,139560,8512,Unemployed,Married,91985,Parental,64,Car,2029-12-10,2029-11-09,260593,0,1.51,0.27,True,False,True,False,True
319062,221120,427328,2147.65,277.17,110068,12586,Self-employed,Married,72697,Rented,44,Home,2029-12-11,2029-11-10,370974,0,0.58,0.71,False,True,True,False,True
451761,372185,388779,1880.86,162.0,93299,32719,Unemployed,Married,33160,Parental,22,Education,2029-12-12,2029-11-11,331957,0,0.99,0.26,False,True,True,False,False
85166,459903,338875,3236.93,152.48,58741,89679,Self-employed,Married,83381,Owned,49,Education,2029-12-13,2029-11-12,278048,0,0.4,0.37,False,True,True,True,False
367509,309697,359796,2932.16,166.74,101681,26172,Self-employed,Single,10954,Parental,25,Education,2029-12-14,2029-11-13,127735,0,0.59,0.29,False,False,False,False,True
444154,352372,117856,1561.36,391.11,134485,69021,Salaried,Married,94311,Owned,61,Business,2029-12-15,2029-11-14,27643,0,-0.17,0.82,False,True,True,True,True
204997,212469,416870,2557.36,791.92,123811,59885,Salaried,Divorced,33887,Owned,31,Education,2029-12-16,2029-11-15,364517,0,-0.75,0.36,False,True,True,False,True
194799,280233,394456,4639.38,296.86,59896,71962,Unemployed,Married,69621,Rented,31,Education,2029-12-17,2029-11-16,179848,0,2.02,0.96,False,False,True,True,True
316495,108236,157284,4054.96,297.95,114274,32396,Salaried,Single,48984,Parental,56,Car,2029-12-18,2029-11-17,84397,1,0.15,0.95,True,False,False,False,False
225455,261302,344609,2176.47,859.63,119629,83701,Unemployed,Single,51397,Owned,21,Home,2029-12-19,2029-11-18,291805,0,0.69,0.42,False,True,True,True,False
404162,228529,295848,1286.21,360.3,63282,71989,Unemployed,Divorced,88150,Owned,30,Business,2029-12-20,2029-11-19,97262,0,-1.01,0.33,True,True,False,False,True
436468,147197,161945,4398.8,888.76,124346,33536,Salaried,Single,48862,Parental,58,Car,2029-12-21,2029-11-20,177474,0,0.5,0.61,True,True,False,False,True
245780,328651,80577,4047.82,719.4,113141,34214,Salaried,Divorced,45002,Parental,51,Car,2029-12-22,2029-11-21,71171,0,0.59,0.78,False,True,False,True,False
262727,92768,443242,2262.62,316.72,110008,39160,Unemployed,Divorced,10201,Rented,49,Education,2029-12-23,2029-11-22,180595,0,0.99,0.17,False,True,False,False,False
115436,454583,330700,4271.19,546.73,32073,95459,Self-employed,Divorced,34392,Owned,43,Car,2029-12-24,2029-11-23,240240,0,0.2,0.02,True,False,True,True,False
378804,338301,290202,1668.87,791.14,111293,49610,Unemployed,Married,86711,Parental,23,Education,2029-12-25,2029-11-24,61778,0,0.05,0.56,False,False,True,False,True
345510,222516,174779,1728.39,436.26,86933,39886,Salaried,Divorced,31986,Owned,44,Car,2029-12-26,2029-11-25,161618,0,0.24,0.9,True,False,False,False,False
104986,211238,281330,954.7,162.59,100347,57712,Self-employed,Divorced,99851,Parental,40,Home,2029-12-27,2029-11-26,246919,0,-0.29,0.62,True,False,False,True,False
336861,51869,59502,4172.62,554.31,54306,5860,Salaried,Single,79623,Rented,24,Business,2029-12-28,2029-11-27,138984,0,0.53,0.39,False,True,True,False,True
446153,214776,127434,4989.94,173.95,13216,1121,Unemployed,Divorced,56842,Parental,62,Home,2029-12-29,2029-11-28,217309,0,-1.41,0.14,False,False,False,True,False
291384,439161,157385,1024.11,384.88,102691,15491,Salaried,Divorced,75646,Owned,36,Car,2029-12-30,2029-11-29,219326,0,1.33,0.87,False,True,False,True,True
195725,361425,184499,4091.94,761.62,30358,79725,Self-employed,Single,80059,Rented,39,Business,2029-12-31,2029-11-30,381219,0,-0.84,0.44,False,False,False,False,True
137062,265090,198365,4174.92,660.95,53654,30282,Unemployed,Single,55982,Rented,36,Business,2030-01-01,2029-12-01,149316,0,0.19,0.75,False,False,False,False,False
416856,107131,282693,890.41,857.07,72176,22030,Salaried,Single,38710,Rented,31,Education,2030-01-02,2029-12-02,45135,0,0.23,0.77,False,False,False,False,False
190828,282314,396780,1419.38,657.13,103051,71031,Self-employed,Married,97132,Rented,22,Education,2030-01-03,2029-12-03,317116,0,1.78,0.76,False,True,True,False,True
417201,259549,187236,4378.8,390.48,116145,69910,Unemployed,Divorced,83728,Owned,33,Education,2030-01-04,2029-12-04,31569,0,-0.74,0.9,False,True,False,True,False
444391,401345,50748,2396.42,763.68,19698,36772,Unemployed,Divorced,66442,Rented,62,Education,2030-01-05,2029-12-05,362082,0,-0.34,0.27,False,False,True,False,False
152068,211272,146831,4165.72,742.61,37302,23616,Self-employed,Single,89375,Owned,40,Business,2030-01-06,2029-12-06,235038,0,0.04,0.53,True,False,True,False,False
81420,396501,216344,4032.43,280.99,135911,32914,Salaried,Divorced,98354,Owned,32,Business,2030-01-07,2029-12-07,90887,0,0.33,0.55,False,False,True,True,True
52271,346586,111204,2019.41,230.38,35945,1981,Unemployed,Married,24573,Owned,30,Education,2030-01-08,2029-12-08,383741,1,0.74,0.44,False,False,False,False,True
122463,398517,476775,662.19,834.47,132772,56933,Self-employed,Married,83186,Parental,32,Car,2030-01-09,2029-12-09,95507,0,-0.26,0.6,True,True,False,True,True
315725,143558,354046,633.16,204.68,138116,60154,Self-employed,Single,32831,Owned,64,Car,2030-01-10,2029-12-10,186427,0,0.18,0.94,False,True,False,True,False
428437,382691,42726,2429.17,697.69,102819,40837,Unemployed,Single,45195,Parental,38,Car,2030-01-11,2029-12-11,305424,0,-0.05,0.91,True,False,False,True,True
383563,399427,237715,2645.24,330.22,37574,22036,Unemployed,Married,73365,Parental,40,Education,2030-01-12,2029-12-12,349118,0,1.25,0.57,False,True,True,False,True
468005,256055,145694,1941.94,667.48,29034,85622,Self-employed,Divorced,62216,Owned,29,Business,2030-01-13,2029-12-13,371908,0,0.11,0.01,True,False,False,False,True
493872,390792,42683,1805.17,454.86,81931,34866,Unemployed,Single,39427,Parental,52,Business,2030-01-14,2029-12-14,388100,0,-0.3,0.15,False,False,True,False,True
86322,260696,465187,612.95,468.6,113338,36651,Self-employed,Divorced,91601,Parental,56,Business,2030-01-15,2029-12-15,144925,0,-0.33,0.94,False,True,False,True,True
77227,380331,400347,1504.1,98.57,62319,37004,Salaried,Married,77689,Rented,31,Business,2030-01-16,2029-12-16,330470,0,1.42,0.78,False,False,True,True,True
352092,156640,427226,4792.98,383.39,35377,17137,Self-employed,Married,62579,Parental,27,Business,2030-01-17,2029-12-17,135166,0,0.94,0.05,True,True,False,False,True
276469,73180,84839,1299.32,522.66,37517,83551,Self-employed,Divorced,72000,Owned,63,Education,2030-01-18,2029-12-18,8661,0,-0.29,0.39,True,True,False,False,True
332065,197048,291663,1680.86,597.06,100601,7595,Self-employed,Married,16248,Owned,23,Car,2030-01-19,2029-12-19,276776,1,0.65,0.12,False,True,False,False,False
262716,75784,444012,1332.42,763.2,129602,99492,Unemployed,Single,53668,Owned,57,Car,2030-01-20,2029-12-20,165622,0,-0.73,0.78,True,False,True,True,False
192447,387800,159885,707.28,145.61,141521,57133,Self-employed,Married,11182,Parental,25,Education,2030-01-21,2029-12-21,5884,0,1.81,0.6,False,False,False,False,False
100101,432235,338723,2185.57,400.92,54412,1200,Unemployed,Single,63189,Parental,49,Home,2030-01-22,2029-12-22,138984,0,-1.02,0.07,True,False,False,False,True
226129,72265,103120,3659.05,116.64,98876,90106,Salaried,Divorced,30919,Parental,32,Car,2030-01-23,2029-12-23,114224,0,-1.68,0.35,True,True,True,False,False
118528,144511,52808,1993.49,820.95,87500,74138,Self-employed,Divorced,57056,Owned,53,Home,2030-01-24,2029-12-24,142678,0,-0.13,0.72,True,False,True,False,True
74170,327596,256144,1755.74,702.42,17558,62239,Self-employed,Divorced,98077,Parental,56,Education,2030-01-25,2029-12-25,354046,0,0.73,0.38,False,True,False,False,True
448527,68909,380439,3508.72,889.21,20450,99155,Self-employed,Married,13796,Parental,64,Home,2030-01-26,2029-12-26,354605,0,-0.11,0.67,False,True,False,True,False
358762,103060,247858,2848.12,346.47,60492,66849,Self-employed,Single,33201,Rented,57,Home,2030-01-27,2029-12-27,147780,0,0.56,0.24,False,False,True,True,False
388474,245995,139929,710.73,704.93,10937,71314,Unemployed,Single,74121,Rented,27,Home,2030-01-28,2029-12-28,46714,0,-0.03,0.79,False,True,False,True,True
379679,331007,326294,4239.76,413.92,74266,14583,Self-employed,Single,58517,Owned,25,Home,2030-01-29,2029-12-29,155228,0,0.09,0.2,False,True,False,True,False
396745,124325,318768,4716.52,896.43,27799,8546,Self-employed,Single,19235,Parental,39,Car,2030-01-30,2029-12-30,393640,0,-0.08,0.34,False,True,False,False,False
143758,399813,390826,943.16,405.06,119926,40667,Salaried,Single,44969,Parental,62,Education,2030-01-31,2029-12-31,210510,0,-0.13,0.47,False,True,False,False,True
182868,458736,361959,1507.9,324.74,49236,90028,Self-employed,Single,80580,Parental,48,Education,2030-02-01,2030-01-01,86923,0,-0.64,0.22,True,True,False,False,True
353435,400016,74852,925.19,395.08,137380,74687,Salaried,Divorced,28009,Owned,52,Car,2030-02-02,2030-01-02,168774,0,1.07,0.91,True,False,False,True,False
471134,282120,258936,1570.55,483.65,65078,30510,Unemployed,Single,84377,Parental,56,Car,2030-02-03,2030-01-03,222728,0,0.28,0.73,False,False,True,False,True
416309,156084,242062,1383.51,223.93,143391,31906,Self-employed,Single,75776,Rented,32,Business,2030-02-04,2030-01-04,6360,0,-1.05,0.59,False,False,False,True,True
429234,186023,85559,4260.33,284.54,83632,72519,Unemployed,Married,47234,Parental,39,Education,2030-02-05,2030-01-05,103876,0,-0.43,0.8,False,False,True,False,False
267410,207566,378133,545.85,609.79,70238,13478,Self-employed,Divorced,69352,Owned,39,Home,2030-02-06,2030-01-06,70401,0,-0.69,0.78,False,False,True,True,False
289318,160682,242424,3988.04,713.74,52426,57680,Unemployed,Divorced,33205,Rented,63,Business,2030-02-07,2030-01-07,224189,0,0.73,0.28,True,True,False,True,False
300285,126493,403398,3135.06,660.04,13369,41386,Unemployed,Divorced,19792,Parental,41,Home,2030-02-08,2030-01-08,84957,0,2.06,0.27,True,False,True,True,False
360661,420155,99949,1309.83,820.11,57797,11281,Unemployed,Married,48420,Parental,24,Business,2030-02-09,2030-01-09,194227,0,-0.04,0.75,True,False,False,True,False
138767,461005,371557,3714.19,125.53,74055,51242,Unemployed,Divorced,67259,Parental,44,Business,2030-02-10,2030-01-10,210076,1,-1.19,0.61,True,True,False,True,False
212775,474487,355945,4837.6,127.47,146977,74210,Unemployed,Married,52943,Owned,56,Education,2030-02-11,2030-01-11,38328,0,-0.12,0.36,True,True,True,True,False
132179,341075,149379,3280.97,248.45,34918,90166,Unemployed,Married,12732,Parental,25,Education,2030-02-12,2030-01-12,114356,0,-0.35,0.94,True,False,True,True,True
325889,310442,209843,4231.53,614.03,106695,98119,Self-employed,Divorced,91827,Parental,64,Business,2030-02-13,2030-01-13,69090,1,-1.27,0.04,False,True,True,False,False
134791,272681,307937,2771.8,467.49,31207,86445,Self-employed,Divorced,12233,Parental,34,Education,2030-02-14,2030-01-14,251401,0,1.35,0.63,True,True,True,False,True
477675,109253,50309,4857.11,232.75,105279,90955,Unemployed,Married,38550,Parental,51,Home,2030-02-15,2030-01-15,27930,0,-1.62,0.23,False,True,False,False,False
395596,52445,412394,4376.06,357.11,108362,28449,Salaried,Single,56190,Rented,24,Car,2030-02-16,2030-01-16,367496,0,1.41,0.66,True,False,True,False,True
413258,157312,445983,3445.0,541.43,20398,48306,Salaried,Married,31858,Owned,33,Business,2030-02-17,2030-01-17,157680,0,-2.11,0.29,False,False,False,False,True
382077,167173,201453,2215.09,614.92,114086,42131,Self-employed,Divorced,48493,Rented,53,Home,2030-02-18,2030-01-18,102532,0,0.97,0.73,False,False,False,True,False
476307,61556,448414,3488.28,722.28,119638,5354,Self-employed,Single,85989,Rented,50,Home,2030-02-19,2030-01-19,361465,0,1.5,0.5,True,True,False,True,True
308003,143415,377092,3677.83,753.36,80116,88389,Self-employed,Married,19094,Rented,41,Car,2030-02-20,2030-01-20,208349,0,0.92,0.37,True,True,False,True,True
410459,352689,464198,3665.44,814.67,106851,25062,Salaried,Divorced,72715,Owned,51,Car,2030-02-21,2030-01-21,162634,0,1.23,0.49,True,False,False,False,False
82829,322080,161561,1884.59,124.04,94573,19722,Unemployed,Divorced,58022,Owned,47,Business,2030-02-22,2030-01-22,219436,0,0.28,0.44,False,True,True,True,False
175448,178407,280056,2779.98,774.82,120766,38877,Unemployed,Divorced,85647,Parental,41,Education,2030-02-23,2030-01-23,125807,1,0.65,0.74,False,True,True,False,False
439191,439479,238605,2056.91,616.99,84465,44890,Self-employed,Divorced,76232,Owned,40,Education,2030-02-24,2030-01-24,261747,0,-0.28,0.06,True,False,True,False,True
87421,407030,347246,4310.59,519.37,30790,15228,Unemployed,Divorced,59486,Parental,46,Car,2030-02-25,2030-01-25,184687,0,-0.05,0.72,True,False,False,True,True
262025,364770,163816,4774.13,214.41,99671,14749,Unemployed,Married,76900,Rented,62,Business,2030-02-26,2030-01-26,45600,0,0.27,0.22,True,False,False,False,True
404774,361860,405977,3042.21,393.57,110414,53938,Unemployed,Single,52405,Owned,39,Home,2030-02-27,2030-01-27,195238,0,-0.63,0.08,False,False,True,False,True
114309,131380,418810,3869.19,235.89,33934,99760,Self-employed,Single,94686,Parental,44,Car,2030-02-28,2030-01-28,316482,0,-1.37,0.92,False,False,False,False,True
279387,433017,449832,2861.87,428.98,43191,52667,Unemployed,Divorced,33268,Rented,49,Education,2030-03-01,2030-01-29,259188,0,-1.86,0.6,False,False,False,False,False
183975,349202,411627,2655.87,106.55,11227,23656,Unemployed,Divorced,60754,Owned,52,Home,2030-03-02,2030-01-30,399517,0,1.35,0.83,False,True,False,True,True
138715,221253,336523,4103.29,537.84,81262,32350,Unemployed,Married,61887,Owned,23,Education,2030-03-03,2030-01-31,38648,1,-1.06,0.33,False,False,False,True,True
56982,423529,381252,2593.95,806.26,83375,52505,Unemployed,Married,47481,Owned,60,Business,2030-03-04,2030-02-01,215541,0,0.04,0.72,False,True,False,True,True
406072,70955,102798,1353.01,417.87,17411,31655,Salaried,Married,82501,Rented,58,Business,2030-03-05,2030-02-02,313935,0,0.35,0.39,True,True,False,True,False
324401,113837,466167,1026.16,252.86,60842,47791,Salaried,Married,56602,Rented,47,Car,2030-03-06,2030-02-03,298048,0,1.2,0.61,True,True,False,True,False
176396,349360,422513,2771.15,118.75,123069,50674,Unemployed,Single,46603,Owned,37,Car,2030-03-07,2030-02-04,104152,0,0.73,0.59,False,True,False,True,True
269794,90029,150325,3045.74,715.69,118207,37603,Self-employed,Single,65242,Parental,40,Business,2030-03-08,2030-02-05,240649,0,-0.71,0.92,False,False,True,True,False
76006,294244,49857,2995.11,507.95,123547,59195,Salaried,Single,65154,Owned,57,Home,2030-03-09,2030-02-06,18685,0,1.34,0.3,True,True,False,False,False
115711,131022,200823,3985.26,425.83,110571,69904,Self-employed,Married,96596,Parental,50,Car,2030-03-10,2030-02-07,276157,0,-1.92,0.77,False,True,False,True,True
443372,113301,312335,553.89,786.72,75734,8486,Unemployed,Married,46327,Owned,29,Car,2030-03-11,2030-02-08,109794,0,-1.92,0.95,False,True,False,False,False
257424,239187,61400,3077.62,555.25,143110,68339,Salaried,Married,43534,Parental,25,Education,2030-03-12,2030-02-09,350200,0,0.64,0.47,True,False,False,False,False
378084,394882,187210,2310.34,725.39,20544,28402,Unemployed,Single,48725,Owned,47,Education,2030-03-13,2030-02-10,354232,0,-0.72,0.59,True,False,False,True,True
156601,466365,431179,1821.12,379.33,33923,63132,Unemployed,Single,65146,Rented,35,Home,2030-03-14,2030-02-11,38036,0,0.6,0.4,True,True,True,False,True
368466,385117,394986,2617.69,604.68,27066,11715,Salaried,Divorced,76565,Rented,23,Education,2030-03-15,2030-02-12,187333,0,-1.0,0.98,False,False,False,False,False
122627,198677,373930,2785.65,354.4,32116,99648,Self-employed,Divorced,55781,Parental,30,Car,2030-03-16,2030-02-13,262147,1,-0.29,0.06,False,False,True,True,True
62490,296294,147889,2463.73,373.14,35066,87112,Salaried,Divorced,34212,Rented,58,Home,2030-03-17,2030-02-14,162071,0,-1.4,0.36,False,False,False,False,False
209429,152977,352918,4378.7,893.33,19621,56841,Unemployed,Single,18174,Rented,34,Car,2030-03-18,2030-02-15,369355,0,0.45,0.69,False,True,True,False,False
200166,87787,340499,1362.01,811.51,67006,5387,Unemployed,Single,69306,Parental,43,Business,2030-03-19,2030-02-16,61038,0,-0.9,0.78,True,False,False,False,False
352412,283847,264957,615.62,530.92,60070,12539,Unemployed,Divorced,33637,Rented,43,Home,2030-03-20,2030-02-17,48586,0,0.33,0.55,False,False,True,False,False
341333,448352,453669,2677.85,152.76,138165,53820,Salaried,Divorced,15861,Parental,47,Car,2030-03-21,2030-02-18,325789,0,0.19,0.14,False,True,False,True,True
432139,395149,328730,3251.73,580.77,79658,30124,Unemployed,Divorced,11670,Rented,23,Home,2030-03-22,2030-02-19,13224,0,-0.02,0.94,True,False,True,True,True
449117,293596,84726,4475.93,842.37,27304,26104,Salaried,Single,52022,Owned,47,Business,2030-03-23,2030-02-20,372884,0,0.33,0.48,False,False,False,True,True
239874,351351,138961,4430.32,480.16,104474,68461,Unemployed,Single,72391,Rented,31,Business,2030-03-24,2030-02-21,343222,0,1.26,0.31,False,False,False,False,True
484330,367705,290899,3931.4,695.37,149898,93545,Self-employed,Married,26515,Owned,21,Home,2030-03-25,2030-02-22,224859,1,-0.42,0.34,False,False,True,False,True
